Observation_ID,Update_Datetime,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value,Abundance_Value,AGDD,AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmax,Tmax_in_F,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Tmin,Tmin_in_F,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Prcp,Accum_Prcp,Daylength
31410421,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,501,Open flowers,2022-10-12,285,0,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31537380,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,501,Open flowers,2022-10-23,296,0,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31616116,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,501,Open flowers,2022-10-29,302,0,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28167456,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-01-22,22,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28198981,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-01-27,27,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28258754,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-02-06,37,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28293026,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-02-10,41,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28344903,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-02-17,48,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28395840,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-02-24,55,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28452694,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-03-03,62,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29332545,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-03-24,83,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29425114,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-03-31,90,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29555871,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-04-09,99,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29628302,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-04-14,104,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29677409,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-04-18,108,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29746346,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-04-21,111,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29796180,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-04-25,115,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29841255,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-04-28,118,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30048139,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-13,133,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30144925,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-19,139,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30144255,2022-05-19 12:26:12,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-19,139,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30232937,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-24,144,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30200112,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-24,144,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30200105,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-24,144,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30235719,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-27,147,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30235274,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-27,147,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30236021,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-27,147,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30235267,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-27,147,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30279541,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-05-31,151,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30321501,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-03,154,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30357346,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-07,158,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30413944,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-14,165,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30413937,2022-06-14 08:48:23,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-14,165,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30413930,2022-06-14 08:48:21,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-14,165,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30473552,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-21,172,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30473545,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-21,172,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30532008,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-28,179,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30532015,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-06-28,179,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30582897,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-05,186,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30645841,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-12,193,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30645834,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-12,193,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30697941,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-19,200,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30697934,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-19,200,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30752799,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-27,208,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30752792,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-07-27,208,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30785894,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-08-01,213,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30785887,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-08-01,213,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30909404,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-08-11,223,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30912216,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-08-18,230,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30912209,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-08-18,230,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30960298,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-08-24,236,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31164119,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-09-17,260,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31163241,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-09-17,260,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31228158,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-09-24,267,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31309199,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-10-01,274,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31342698,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-10-05,278,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31410424,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-10-12,285,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31537383,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-10-23,296,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31616119,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,504,Recent fruit or seed drop,2022-10-29,302,0,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28167454,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-01-22,22,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28198979,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-01-27,27,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28258752,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-02-06,37,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28293024,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-02-10,41,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28344901,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-02-17,48,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28395838,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-02-24,55,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28452692,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-03-03,62,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29332543,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-03-24,83,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29425112,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-03-31,90,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29555869,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-04-09,99,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29628300,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-04-14,104,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29677407,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-04-18,108,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29746344,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-04-21,111,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29796178,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-04-25,115,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29841253,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-04-28,118,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30048137,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-05-13,133,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30144923,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-05-19,139,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30144252,2022-05-19 12:26:12,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-05-19,139,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30232935,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-05-24,144,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30200110,-9999,16454,41.667408,-73.895546,41,NY,199,Asclepias,syriaca,common milkweed,Plantae,62077,516,Fruits,2022-05-24,144,0,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
